;index;game_id_base;max_players_base;max_playtime_base;min_age_base;min_players_base;min_playtime_base;year_published_base;category_base;average_rating_base;users_rated_base;average_learning_complexity_api;average_strategy_complexity_api;min_age_category_base;year_published_category_base;users_rated_log_base;economic_d;negotiation_d;cardgame_d;fantasy_d;abstractstrategy_d;medieval_d;ancient_d;exploration_d;bluffing_d;sciencefiction_d;dice_d;fighting_d;adventure_d;wargame_d;humor_d;partygame_d;animals_d;childrensgame_d;deduction_d;movies/tv/radiotheme_d;price_api;price_ca_api;price_uk_api;price_au_api;discount_api;listing_clicks_api
2729;2826;40692;5;80;8;2;40;2009;Fantasy,Fighting,Territory Building;7.35735;43144;2.0;2.333333333333333;8-12;2001-2010;10.672298637017063;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.99;62.89;37.59;64.95;0.1;0
2730;2827;40760;5;60;9;2;60;2009;Ancient,Dice;6.66237;2464;0.0;0.0;8-12;2001-2010;7.80954132465341;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
2731;2828;40765;4;240;14;2;180;2012;Ancient,City Building,Civilization,Economic,Exploration,Medieval,Territory Building;7.7;3932;0.0;0.0;13-17;2011-2020;8.276903481267057;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;199.99;84.99;0.0;109.99;-1.5;0
2732;2829;40769;5;60;10;3;60;2009;Fantasy,Medieval,Transportation;6.85073;1715;0.0;0.0;8-12;2001-2010;7.44716835960004;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25.99;64.95;0.0;0.0;0.0;0
2733;2830;40770;4;60;10;3;60;2009;Adventure,Ancient;6.65612;1323;0.0;0.0;8-12;2001-2010;7.187657164114956;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
2734;2831;40793;5;60;8;2;60;2009;American West,Dice;6.85407;5155;0.0;0.0;8-12;2001-2010;8.54772239645106;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;35.99;49.99;0.0;0.0;0.2;0
2735;2832;40816;2;60;12;2;60;2010;Fantasy,Wargame;6.46655;330;0.0;0.0;8-12;2001-2010;5.799092654460526;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;34.95;0.0;0.0;84.99;0.0;0
2736;2833;40823;4;120;10;1;120;2009;Wargame,World War II;6.467280000000001;70;0.0;0.0;8-12;2001-2010;4.248495242049359;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
2737;2834;40830;4;40;10;2;40;2009;Abstract Strategy;6.00957;162;0.0;0.0;8-12;2001-2010;5.087596335232384;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
2738;2835;40831;2;45;10;2;45;2009;Card Game,Economic,Medieval,Novel-based;6.60278;1178;0.0;0.0;8-12;2001-2010;7.071573364211532;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;52.95;0.0;0.0;0.0;0
2739;2836;40832;4;20;8;2;20;2009;Card Game,Number;6.7546100000000004;1208;0.0;0.0;8-12;2001-2010;7.0967213784947605;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
2740;2837;40834;4;30;13;2;30;2009;Card Game,Medieval;7.7941899999999995;23156;0.0;0.0;13-17;2001-2010;10.050009205198895;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;79.99;40.99;0.0;0.0;-1.0;0
2741;2838;40843;4;40;10;2;40;2009;Card Game,Fantasy;6.13857;252;0.0;0.0;8-12;2001-2010;5.529429087511423;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24.95;20.77;22.46;0.0;0.0;0
2742;2839;40851;2;15;7;2;15;2008;Children's Game,Deduction,Wargame;5.06226;108;0.0;0.0;0-7;2001-2010;4.68213122712422;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;48.97;0.0;0.0;0.0;0.0;0
2743;2840;40853;36;240;15;2;240;2006;Party Game,Trivia;5.69306;85;0.0;0.0;13-17;2001-2010;4.442651256490317;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
2744;2841;40935;4;30;5;2;20;2009;Animals,Children's Game,Nautical,Real-time;6.45412;320;0.0;0.0;0-7;2001-2010;5.768320995793772;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;37.95;0.0;0.0;0.0;0.0;0
2745;2842;40990;10;20;12;2;20;2009;Party Game,Word Game;6.63629;1697;1.0;2.0;8-12;2001-2010;7.436617265234227;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;65.73;35.95;0.0;0.0;0.0;0
2746;2843;41002;4;120;12;2;60;2009;Nautical,Renaissance;7.321510000000001;3721;0.0;0.0;8-12;2001-2010;8.221747728346623;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
2747;2844;41003;4;15;7;2;15;2009;Ancient,Exploration;6.44106;907;0.0;0.0;0-7;2001-2010;6.810142450115136;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
2748;2845;41004;2;75;12;2;75;2009;Wargame,World War II;7.22535;71;0.0;0.0;8-12;2001-2010;4.2626798770413155;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
2749;2846;41006;2;45;8;2;45;2009;Abstract Strategy;7.36481;54;0.0;0.0;8-12;2001-2010;3.9889840465642745;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
2750;2847;41010;4;20;4;2;10;2009;Children's Game,Medieval;6.76616;2031;0.0;0.0;0-7;2001-2010;7.616283561580385;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;27.99;36.99;0.0;43.99;0.2;0
2751;2848;41019;6;60;9;3;60;2009;Bluffing,Fighting,Medieval,Negotiation;5.82771;354;0.0;0.0;8-12;2001-2010;5.869296913133774;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
2752;2849;41054;10;20;6;4;20;2009;Card Game,Party Game,Real-time,Science Fiction;6.01733;225;0.0;0.0;0-7;2001-2010;5.41610040220442;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;15.97;0.0;0.0;0.0;0.0;0
2753;2850;41066;6;420;12;2;420;2012;Negotiation,Pike and Shot,Political,Religious,Renaissance,Wargame;8.09353;1196;0.0;0.0;8-12;2011-2020;7.086737934510577;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;565.01;0.0;0.0;0.0;0.0;0
2754;2851;41095;6;60;9;2;60;2009;Murder/Mystery,Spies/Secret Agents;5.40254;177;0.0;0.0;8-12;2001-2010;5.176149732573829;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14.0;40.99;0.0;0.0;0.48;0
2755;2852;41100;2;120;10;2;120;2010;Renaissance,Wargame;6.9981800000000005;143;0.0;0.0;8-12;2001-2010;4.962844630259907;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
2756;2853;41114;10;30;13;5;30;2009;Bluffing,Deduction,Negotiation,Party Game,Science Fiction,Spies/Secret Agents;7.4311;25555;0.0;0.0;13-17;2001-2010;10.14858827120238;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;12.99;18.95;15.95;19.39;0.35;0
2757;2854;41123;3;20;8;2;20;2010;Abstract Strategy,Pirates;6.00556;215;0.0;0.0;8-12;2001-2010;5.3706380281276624;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
2758;2855;41186;6;75;8;2;75;2009;City Building,Economic,Electronic,Negotiation;5.68825;704;0.0;0.0;8-12;2001-2010;6.556778356158042;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;107.45;0.0;0.0;0.0;0.0;0
2759;2856;41259;4;20;8;2;20;2009;Adventure,Children's Game,Fantasy,Miniatures;5.01703;425;0.0;0.0;8-12;2001-2010;6.052089168924417;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
2760;2043;41311;15;45;14;2;45;2008;Card Game,Deduction,Horror,Humor,Murder/Mystery,Party Game;6.0381800000000005;110;0.0;0.0;13-17;2001-2010;4.700480365792417;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;8.22;0.0;0.0;0
2761;2575;41372;8;30;11;1;30;2010;Fighting,Horror,Zombies;5.86678;490;0.0;0.0;8-12;2001-2010;6.194405391104672;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
2762;2857;41429;2;90;12;2;90;2011;Wargame,World War II;7.89142;403;0.0;0.0;8-12;2011-2020;5.998936561946683;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;60.0;0.0;0.0;0.0;0.0;0
2763;2858;41474;10;120;14;2;45;2009;Racing,Sports;7.131010000000001;266;0.0;0.0;13-17;2001-2010;5.583496308781699;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
2764;2859;41493;4;15;8;2;15;2009;Dice,Party Game,Travel;6.1723;268;0.0;0.0;8-12;2001-2010;5.5909869805108565;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;12.99;0.0;0.0;0.0;0.0;0
2765;2860;41541;10;30;13;4;30;2009;Bluffing,Deduction,Negotiation,Party Game;5.097090000000001;633;0.0;0.0;13-17;2001-2010;6.450470422144176;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;12.38;13.56;0.0;19.99;0.0;0
2766;2861;41569;6;120;12;3;80;2010;Renaissance;6.53874;1264;0.0;0.0;8-12;2001-2010;7.142036574706803;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;59.95;65.95;38.89;74.99;0.0;0
2767;2862;41612;1;240;14;1;240;2009;Science Fiction,Space Exploration,Wargame;6.8048;198;0.0;0.0;13-17;2001-2010;5.288267030694535;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;49.95;0.0;0.0;0.0;0.0;0
2768;2863;41627;1;25;12;1;25;2009;Post-Napoleonic,Wargame;7.38172;605;0.0;0.0;8-12;2001-2010;6.405228458030842;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
2769;2864;41636;7;30;10;3;30;2009;Animals,Bluffing,Nautical;6.3202300000000005;832;0.0;0.0;8-12;2001-2010;6.723832440821209;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;166.87;0.0;0.0;0.0;0.0;0
2770;2865;41646;8;10;6;3;10;2009;Dice,Party Game;5.40855;117;0.0;0.0;0-7;2001-2010;4.762173934797756;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;18.89;26.95;19.95;35.95;0.0;0
2771;2866;41658;4;15;8;2;15;2009;Action / Dexterity,American West,Card Game,Real-time;6.24509;597;0.0;0.0;8-12;2001-2010;6.391917113392602;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
2772;2867;41749;5;90;14;3;90;2009;Economic,Negotiation,Trains,Transportation;7.514589999999999;699;0.0;0.0;13-17;2001-2010;6.54965074223381;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;38.95;23.85;0.0;0.0;0
2773;2868;41762;2;10;5;2;10;2008;Action / Dexterity,Children's Game;6.5144;352;1.0;1.0;0-7;2001-2010;5.863631175598097;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;13.99;23.99;0.0;17.99;0.3;0
2774;2869;41834;2;30;7;2;15;2009;Children's Game,Dice,Science Fiction;5.5915300000000006;72;0.0;0.0;0-7;2001-2010;4.276666119016055;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;74.99;0.0;0.0;0.0;0.0;0
2775;2870;41844;4;20;7;2;20;2009;Animals;5.96884;69;0.0;0.0;0-7;2001-2010;4.23410650459726;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;111.13;0.0;0.0;0.0;0.0;0
2776;2871;41863;5;240;12;2;240;2009;Economic,Wargame,World War II;6.96488;1561;0.0;0.0;8-12;2001-2010;7.353081920515432;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;55.99;67.58;47.99;79.99;0.0;0
2777;2872;41890;4;10;7;2;10;2009;Animals,Card Game,Educational,Environmental;5.5323;135;0.0;0.0;0-7;2001-2010;4.90527477843843;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;12.0;0.0;0.0;0.0;0.0;0
2778;2873;41916;4;15;6;2;15;2009;Children's Game,Fantasy,Maze,Memory;6.90227;2839;2.0;2.0;0-7;2001-2010;7.951207156472972;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;29.95;29.49;0.0;0.0;0.14;8
2779;2874;41933;5;60;12;2;45;2009;Bluffing,Card Game,Fighting;6.97479;2182;0.0;0.0;8-12;2001-2010;7.687997166393016;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
2780;2875;41934;2;60;10;2;60;2010;Modern Warfare,Wargame;7.979830000000001;119;0.0;0.0;8-12;2001-2010;4.77912349311153;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
2781;2876;42052;4;135;12;2;60;2010;Economic,Industry / Manufacturing;7.543989999999999;3601;0.0;0.0;8-12;2001-2010;8.188966863648876;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;117.99;67.58;178.95;0.0;0
2782;2877;42105;6;15;8;2;15;2009;Party Game,Word Game;6.3638;237;0.0;0.0;8-12;2001-2010;5.4680601411351315;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
2783;2878;42111;4;30;8;2;30;2009;Card Game,Science Fiction;6.29637;820;0.0;0.0;8-12;2001-2010;6.709304340258298;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14.99;0.0;0.0;0.0;0.0;0
2784;2879;42112;6;90;13;3;90;2011;Bluffing,Card Game,Mafia,Mature / Adult,Negotiation;6.77485;163;0.0;0.0;13-17;2011-2020;5.093750200806762;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
2785;2880;42124;2;60;10;1;60;2009;Adventure,Exploration,Fantasy,Fighting,Maze;7.37276;1052;0.0;0.0;8-12;2001-2010;6.9584483932976555;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;94.95;0.0;0.0;0.0;0.0;0
2786;853;42131;2;45;10;2;45;2009;Miniatures,Novel-based,Wargame;6.99131;99;0.0;0.0;8-12;2001-2010;4.59511985013459;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
2787;2881;42142;1;45;11;1;45;2009;Movies / TV / Radio theme,Print & Play,Science Fiction;8.02692;266;0.0;0.0;8-12;2001-2010;5.583496308781699;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0
2788;2882;42206;4;5;8;2;5;2009;Card Game,Math,Number;5.98096;284;0.0;0.0;8-12;2001-2010;5.648974238161206;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.99;16.95;0.0;0.0;0.0;0
2789;2883;42207;4;5;8;2;5;2009;Card Game;5.9511;137;0.0;0.0;8-12;2001-2010;4.919980925828125;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.99;0.0;0.0;0.0;0.0;0
2790;2884;42215;4;60;13;2;60;2009;Adventure,Exploration;7.134639999999999;8276;3.0;3.0;13-17;2001-2010;9.021115038865434;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
2791;2885;42244;2;30;10;2;30;2009;Bluffing,Deduction,Pirates;6.31463;908;0.0;0.0;8-12;2001-2010;6.811244378601294;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;24.95;0.0;0.0;0.0;0.0;0
2792;2517;42306;4;45;8;2;45;2009;Aviation / Flight,Card Game,Miniatures,Wargame,World War II;7.27928;318;0.0;0.0;8-12;2001-2010;5.762051382780177;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
2793;2886;42328;2;180;12;2;180;2009;Age of Reason,Wargame;7.3883399999999995;252;0.0;0.0;8-12;2001-2010;5.529429087511423;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.0;0.0;0.0;0.0;0.0;0
2794;2887;42360;4;60;12;2;60;2009;Action / Dexterity,Miniatures,Pirates,Science Fiction;5.56754;134;0.0;0.0;8-12;2001-2010;4.897839799950911;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;41.0;0.0;0.0;0.0;0.0;0
2795;2888;42361;1;45;8;1;45;2009;Adventure,Dice,Fantasy,Fighting,Maze,Print & Play,Puzzle;6.982310000000001;65;0.0;0.0;8-12;2001-2010;4.174387269895637;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.99;20.42;0.0;0.0;0.0;0
2796;2889;42368;5;30;13;3;30;2009;Card Game,Horror,Humor,Renaissance;5.6757800000000005;128;0.0;0.0;13-17;2001-2010;4.852030263919617;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;11.95;23.04;0.0;0.0;0.6;0
2797;1804;42396;4;180;12;2;180;2009;Bluffing,Wargame;7.73073;96;0.0;0.0;8-12;2001-2010;4.564348191467836;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
2798;2890;42444;2;30;10;2;30;2009;Fantasy,Fighting;6.37983;634;0.0;0.0;8-12;2001-2010;6.452048954437226;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19.31;0.0;0.0;0.0;0.0;0
2799;2891;42448;10;10;12;2;10;2009;Card Game,Humor;6.04019;595;0.0;0.0;8-12;2001-2010;6.38856140554563;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;10.47;12.74;11.99;0.0;0.3;0
2800;2892;42452;4;45;10;2;45;2010;Medieval;6.834389999999999;4793;0.0;0.0;8-12;2001-2010;8.474911799159631;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.99;0.0;0
2801;2893;42487;4;60;8;2;30;2008;Adventure,Exploration;6.83328;2766;0.0;0.0;8-12;2001-2010;7.925157512224703;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;27.99;35.95;30.59;0.0;0.0;0
2802;2894;42627;6;60;12;2;60;2009;Horror,Miniatures,Zombies;6.28541;85;0.0;0.0;8-12;2001-2010;4.442651256490317;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30.31;0.0;0.0;0
2803;2895;42673;1;180;12;1;180;2011;Napoleonic,Wargame;7.8022100000000005;584;0.0;0.0;8-12;2011-2020;6.369900982828227;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;85.37;96.95;0.0;109.99;0.0;0
2804;2896;42685;4;15;8;2;15;2009;Abstract Strategy;5.78748;111;1.0;1.0;8-12;2001-2010;4.709530201312334;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.99;21.49;0.0;23.0;0.15;0
2805;2897;42688;4;40;8;3;40;2009;Ancient,Medieval,Wargame;6.31728;202;0.0;0.0;8-12;2001-2010;5.308267697401205;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;14.99;0.0;0.0;0.0;0.0;0
2806;2898;42727;4;30;12;2;30;2008;Card Game,Dice,Fighting;6.986960000000001;69;0.0;0.0;8-12;2001-2010;4.23410650459726;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
