;Unnamed: 0_base;game_id_base;description_base;max_players_base;max_playtime_base;min_age_base;min_players_base;min_playtime_base;name_base;playing_time_base;year_published_base;artist_base;category_base;designer_base;family_base;mechanic_base;publisher_base;average_rating_base;users_rated_base;name_lower_base;Unnamed: 0_api;average_learning_complexity_api;average_strategy_complexity_api;average_user_rating_api;comment_count_api;discount_api;id_api;is_historical_low_api;listing_clicks_api;max_players_api;max_playtime_api;min_age_api;min_players_api;min_playtime_api;name_api;num_user_ratings_api;players_api;plays_api;playtime_api;price_api;price_au_api;price_ca_api;price_uk_api;visits_api;year_published_api;name_lower_api
1078;9813;177352;"The year is 1858 in Carson City, Nevada. You have rounded up a team of courageous cowboys, and your plan is to buy up the best parcels of land in this new town, then build them up with the most prosperous ranches, mines, saloons, etc.&#10;&#10;Carson City: Big Box is a collection of the Carson City base game, the Gold &amp; Guns expansion, and the upcoming Horses &amp; Heroes expansion. The game board has been redesigned and updated to support a sixth player and the Horses &amp; Heroes expansion. The game is played in four rounds, and in each one of them, the players choose one of the characters, which give certain advantages. When several players claim the same action, a duel is fought, and the player with the most firepower wins the action. In the end, the most prominent citizen in Carson City &mdash; as measured by victory points that can be won both during and after the game &mdash; wins.&#10;&#10;Carson City: Gold &amp; Guns, the first expansion, contains updated buildings and houses, new buildings, new double-sided characters, the &quot;Indian&quot; character (previously a promotional item at Spiel 2010), and a separate expansion called &quot;The Outlaws&quot;.&#10;&#10;Carson City: Horses &amp; Heroes, the second expansion, lets players visit the rodeo to claim additional victory points and use horses to unlock special actions. Three new characters are also added to the game.&#10;&#10;";6;180;12;2;90;Carson City: Big Box;180;2015;Alexandre Roche;American West,City Building,Economic;Xavier Georges;Cities: Carson City (Nevada, USA),Country: USA,Crowdfunding: Kickstarter,Quined Master Print Edition Series;Area Control / Area Influence,Dice Rolling,Tile Placement,Variable Player Powers,Worker Placement;Quined Games;8.1759;783;carson city: big box;12;3.0;3.0;4.014155172413792;0;-1.92;ZlKx5CIF90;False;0;6.0;180.0;12.0;2.0;90.0;Carson City: Big Box;29;2-6;84;90-180;349.95;139.95;0.0;0.0;887;2015.0;carson city: big box
1079;9816;177490;"Travel back through history to a settlement called Samara, where you lead a group of builders. At the start of the game, they can build only a sandcastle, cave or huts. For more complex buildings, you first invest time in skills, strength, or new workers. Building special projects gives you benefits or hurts all your rivals. In the end you want to have the most prestigious buildings.&#10;&#10;The worker timetrack is the key mechanism. Each of your choices costs a number of your workers a number of months. Your workers can spend time on:&#10;&#10;&#10;    Improving skills to build with wood (saw tool), stone (trowel tool) and glass (blowing tool).&#10;    Building houses or special projects.&#10;    Getting a new worker or exercising to become a stronger worker.&#10;    Going on vacation.&#10;&#10;&#10;The spaces on the game board determine how many workers (1-4 on the left board axis) are occupied how many months (1-9 on the bottom board axis). Players plan to let their workers spend time effectively, choosing when to invest and when to build for prestige. The prestige points determine who is the best foreman of Samara.&#10;&#10;";5;50;10;2;25;Samara;50;2015;Philip Kustov;City Building,Medieval;Corné van Moorsel;Country: Russia,Crowdfunding: Kickstarter,Crowdfunding: Spieleschmiede;Time Track;Cwali,Tasty Minstrel Games;6.38149;281;samara;44;0.0;0.0;2.9375;0;0.8;XHBtAQp6Zb;False;0;5.0;120.0;10.0;2.0;100.0;Samara;8;2-5;19;100-120;6.98;24.06;29.99;0.0;263;2015.0;samara
1080;9822;177590;"Experience the dense Cold War suspense and scratch that Twilight Struggle itch in only 45 minutes.&#10;&#10;13 Days: The Cuban Missile Crisis is a nail-biting, theme saturated two-player strategy game about the Cuban Missile Crisis. Your fate is determined by how well you deal with the inherent dilemmas of the game, and the conflict.&#10;&#10;1) Will you push to gain prestige at the risk of escalating the crisis to global nuclear war?&#10;2) How do you best manage your hand of cards to further your own plans while depriving your opponent of options?&#10;&#10;Work out these dilemmas in order to emerge as victor of the Cuban Missile Crisis after thirteen suspenseful days.&#10;&#10;13 Days: The Cuban Missile Crisis is a meaty filler utilizing the card-driven game mechanics. Rich with history, yet accessible to gamers with no prior knowledge of the crisis. It is targeted specifically at catering to two groups of gamers: the enthusiasts that just don't have the time they used to and the curious newcomers that are scared off by the heavy commitment and long play times of the classics in the genre.&#10;&#10;Official FAQ/ERRATA&#10;Designer Diary&#10;&#10;";2;45;10;2;30;13 Days: The Cuban Missile Crisis;45;2016;Jacob Walker;Bluffing,Political;Asger Harding Granerud,Daniel Skjold Pedersen;Crowdfunding: Kickstarter;Area Control / Area Influence,Campaign / Battle Card Driven,Hand Management;Jolly Roger Games,Ludonova,Ultra PRO;7.723260000000002;1028;13 days: the cuban missile crisis;39;0.0;0.0;3.672391304347825;0;-0.0;r6Gno8lbpk;False;0;2.0;45.0;10.0;2.0;30.0;13 Days: The Cuban Missile Crisis;46;2;156;30-45;39.99;51.0;27.99;0.0;828;2016.0;13 days: the cuban missile crisis
1081;9824;177639;"Mamma Raptor has escaped from her run and laid her eggs in the park. A team of scientists must neutralize her and capture the baby raptors before they run wild into the forest.&#10;&#10;Raptor is a card driven boardgame with tactical play and some double guessing. Players use their cards to move their pawns (scientists on one side, Mother and baby raptors on the other) on the board. Every round, the player who played the lowest ranked card can use the corresponding action, while his opponent has movement / attack points equal to the difference between the two cards values. The scientists can use fire, can move by jeep on the tracks, and can even call for reinforcements, while the mamma raptor can hide in the bushes, yell to frighten the scientists, and call for her babies.&#10;&#10;";2;25;9;2;25;Raptor;25;2015;Vincent Dutrait;Animals,Fighting,Prehistoric;Bruno Cathala,Bruno Faidutti;Animals: Dinosaurs,Matagot Duo Collection;Action Point Allowance System,Grid Movement,Hand Management,Modular Board,Simultaneous Action Selection,Take That;Matagot,Pegasus Spiele,Swan Panasia Co., Ltd.;7.52505;2330;raptor;14;2.0;3.0;3.6473636363636364;0;0.2;0X6NaBNOco;False;0;2.0;40.0;10.0;2.0;20.0;Raptor;176;2;718;20-40;27.99;47.99;39.49;25.99;1713;2015.0;raptor
1082;9825;177678;"Italy during the 15th century was a country full of intrigue and magnificence. The tumultuous political conditions created the perfect breeding ground for the birth of a new form of government (called Signoria) and the rise of the most ambitious noble families. After having acted in the dark for a long time, the time has finally come for them to take control of the cities and shape Italy&rsquo;s future. Their stories will go down in history.&#10;&#10;In Signorie, you will play the role of a Signore, a Lord of one of the most prestigious families of the Renaissance. One at the time, players choose one die from a common pool. (Twenty dice in five colors are rolled at the beginning of each round.) You place it on your player board (your city) and perform one of the possible actions. The color of the chosen die determines the action, and the number on the die is a discount on the cost of the action.&#10;&#10;During a round, each player can perform up to four actions. At the end of the round, if the sum of a player's chosen dice is equal or lower than 13, he can obtain a reward.&#10;&#10;The dice mechanism is easy and innovative and gives players a simple, but challenging choice. Money is always tight, so there is a temptation to choose a high valued dice, but that needs to be balanced with obtaining the reward.&#10;&#10;";4;120;12;2;90;Signorie;120;2015;Mariano Iannelli;Dice,Renaissance;Andrea Chiarvesio,Pierluca Zizzi;Country: Italy;Dice Rolling,Set Collection,Worker Placement;What's Your Game?,Ghenos Games,hobbity.eu;7.5734;1325;signorie;79;0.0;0.0;3.595714285714286;0;-4.0;40jBYc5bWo;False;0;4.0;120.0;12.0;2.0;90.0;Signorie;35;2-4;152;90-120;300.0;0.0;0.0;0.0;633;2015.0;signorie
1083;9831;177736;"Using the central board in A Feast for Odin, players have to hunt, gather basic materials, refine those materials, develop their production-buildings, build/buy ships, and raid settlements.&#10;&#10;The resulting earnings are placed on the players' board in the best possible pattern to produce income and (later) victory points.&#10;&#10;";4;120;12;1;30;A Feast for Odin;120;2016;Dennis Lohausen;Economic,Industry / Manufacturing,Medieval,Puzzle;Uwe Rosenberg;Admin: Better Description Needed!,Polyominoes,Solitaire Games,Vikings;Area Enclosure,Dice Rolling,Pattern Building,Press Your Luck,Tile Placement,Worker Placement;Feuerland Spiele,Cranio Creations,Devir,Filosofia Éditions,Hobby World,Lacerta,Mandala Jogos,テンデイズゲームズ (Ten Days Games),White Goblin Games,Z-Man Games;8.2979;3691;a feast for odin;10;3.5;4.0;4.0094994479205015;0;0.2;ilkKd5gDhg;False;10;4.0;120.0;12.0;1.0;30.0;A Feast for Odin;247;1-4;1841;30-120;79.99;138.95;108.99;0.0;10361;2016.0;a feast for odin
1084;9840;177965;"Rush &amp; Bash is a fast-paced game about a crazy race set in the same world of games like Vud&ugrave;, GodZ, and the Super Fantasy series.&#10;&#10;Players take turns by playing a card from their hand, and the card will grant them an optional special effect (launching missiles, dropping bombs, repairing the car, changing lane, charging a special ability) and a movement value in a straight line. Players can also unleash their special abilities, that may allow them to play more cards or activate special effects.&#10;&#10;There are two types of cards, and players draw them according to their position on the racing track, keeping the game always balanced and uncertain until the end.&#10;&#10;There is also a &quot;championship mode&quot; that allows players to customize their cars and play multiple races.&#10;&#10;The board is modular and is made by twelve cardboard terrains, all with unique effects and obstacles, including various 3D elements like bridges, volcanoes and wild creatures.&#10;&#10;";6;30;7;2;30;Rush & Bash;30;2015;Guido Favaro;Fantasy,Humor,Racing;Erik Burigo;;Hand Management,Modular Board,Variable Player Powers;Quick Simple Fun Games,Red Glove,SD Games;6.9085600000000005;346;rush & bash;62;0.0;0.0;3.1428571428571432;0;0.0;xeQucq0spA;False;0;6.0;45.0;7.0;2.0;30.0;Rush & Bash;7;2-6;43;30-45;0.0;0.0;41.95;0.0;258;2015.0;rush & bash
1085;9854;178336;"The World's Fair of 1893 in Chicago was a spectacular international exhibition that showcased many great achievements in science, technology, culture, and entertainment. Acting as organizers of the fair, players work diligently to increase their influence throughout the fair and obtain the grand exhibits that will be put on display. The organizer who has earned the best reputation when the fair begins will emerge the victor.&#10;&#10;On each turn of World's Fair 1893, the active player sends a supporter to one of the five areas and gather all of the cards by it. New cards are then added to some of the areas, and the next player takes a turn.&#10;&#10;The five areas represent sections of exhibits, like Fine Arts and Electricity. Some cards represent exhibit proposals in one of those five areas, others represent influential people who give you bonus supporters, and other cards represent tickets for attractions and concessions along the Midway.&#10;&#10;The game consists of three scoring rounds, each triggered when players collectively gather a certain number of Midway tickets. Players gain reputation points for leading in number of supporters in an area and for gathering the most tickets in each round. The leaders in an area also receive approval for exhibit proposals they have gathered that match the area. Players gain reputation points at the end of the game based on the breadth and diversity of their approved exhibits.&#10;&#10;";4;45;10;2;35;World's Fair 1893;45;2016;Jason D. Kingsley,Adam P. McIver,Beth Sobel;Post-Napoleonic;J. Alex Kevern;Cities: Chicago (Illinois, USA),Crowdfunding: Kickstarter,Mensa Select;Area Control / Area Influence,Card Drafting,Set Collection;dlp games,Foxtrot Games,Renegade Game Studios;7.38772;1422;world's fair 1893;1;1.0;1.0;3.6731925968768078;0;-0.0;aytH8q0ILE;False;0;4.0;45.0;10.0;2.0;35.0;World's Fair 1893;76;2-4;225;35-45;40.0;57.19;32.25;0.0;1012;2016.0;world's fair 1893
1086;9866;178892;"In Vs. System 2PCG, players choose a main character, build a deck with exactly sixty cards, and attempt to stun the other player's main character in a game of superhero battle. The first set &mdash; Vs System 2PCG: The Marvel Battles &mdash; contains characters only from the Marvel Universe, but future sets may add other IPs.&#10;&#10;Vs System 2PCG: The Marvel Battles is superficially similar to the original Vs. System collectible card game, but is a completely rebuilt game that takes some inspiration from the original. Combat has been streamlined, the turn structure is different, the resource system has been revamped, and the game is no longer collectible, with cards instead being released in a non-random format. A single box contains a full play-set of all cards.&#10;&#10;";4;60;12;2;20;Vs System 2PCG: The Marvel Battles;60;2015;;Card Game,Comic Book / Strip;Ben Cichoski,Daniel Mandel;Comics: Marvel Universe,Superheroes,Vs System 2PCG;Hand Management,Variable Player Powers;Upper Deck Entertainment;7.23893;347;vs system 2pcg: the marvel battles;45;0.0;0.0;2.9375;0;0.42;op97UWl0k8;True;0;2.0;30.0;12.0;2.0;30.0;VS System 2PCG: The Marvel Battles;8;2;52;30;29.0;0.0;24.99;0.0;189;2015.0;vs system 2pcg: the marvel battles
1087;9868;178900;"Two rival spymasters know the secret identities of 25 agents. Their teammates know the agents only by their CODENAMES.&#10;&#10;In Codenames, two teams compete to see who can make contact with all of their agents first. Spymasters give one-word clues that can point to multiple words on the board. Their teammates try to guess words of the right color while avoiding those that belong to the opposing team. And everyone wants to avoid the assassin.&#10;&#10;Codenames: Win or lose, it's fun to figure out the clues.&#10;&#10;";8;15;14;2;15;Codenames;15;2015;Stéphane Gantiez,Tomáš Kučerovský;Card Game,Deduction,Party Game,Spies/Secret Agents,Word Game;Vlaada Chvátil;Codenames;Memory,Partnerships,Pattern Recognition,Press Your Luck;Czech Games Edition,MINDOK,Bergsala Enigma,Brain Games,Cranio Creations,Devir,DiceTree Games,Fantasmagoria,GaGa Games,Gém Klub Kft.,Golden Egg Games,Heidelberger Spieleverlag,Hobby Japan,IELLO,Kaissa Chess & Games,Lex Games,One Moment Games,REBEL.pl,White Goblin Games;7.90348;29622;codenames;3;1.1;2.2;3.6685114644970427;0;0.27;GP7Y2xOUzj;False;0;8.0;15.0;10.0;2.0;15.0;Codenames;845;2-8;10521;15;14.5;19.99;16.95;15.99;4101;2015.0;codenames
1088;9877;179275;"One Deck Dungeon is a card game &quot;roguelike&quot; &mdash; a dungeon delve that is different every time, difficult to survive, with a character you build up from scratch. The deck consists of various foes to combat and other perils from the dungeon. Each card, though, depicts both the obstacle to overcome and the potential rewards for doing so. When you defeat a card, you claim it as either experience, an item, or a skill, tucking it under the appropriate side of your character card to show its benefits.&#10;&#10;The longer you take exploring the dungeon, the deeper you'll delve, and the difficulty will scale up quickly! If you make it far enough, you'll have to fight the dungeon boss. Survive, and you'll be a legend!&#10;&#10;One Deck Dungeon is designed for 1-2 players. With multiple sets, you can add more players.&#10;&#10;";2;45;14;1;30;One Deck Dungeon;45;2016;Alanna Cervenak,Will Pitzer;Card Game,Dice,Fantasy,Medieval,Video Game Theme;Chris Cieslik;Solitaire Games;Co-operative Play,Deck / Pool Building,Dice Rolling;Asmadi Games;7.573739999999999;927;one deck dungeon;75;3.0;3.0;3.383274179236912;0;0.28;0iNuJdgbmq;False;0;2.0;45.0;14.0;1.0;30.0;One Deck Dungeon;161;1-2;1254;30-45;17.99;32.99;21.95;0.0;2100;2016.0;one deck dungeon
1089;9878;179303;"In Cthulhu Realms, each player tries to reduce their opponents to insanity or have more sanity than their opponents when the deck runs out.&#10;&#10;Each player starts the game with a small deck comprised of initiates, goons and followers. Five cards from the deck form a row of available cards on the table; with more than two players, place three available cards between each pair of players.&#10;&#10;Each turn, you start with five cards in hand, playing those cards in order to put locations into play, boost your own sanity or reduce that of others, collect conjuring power to acquire new cards, and remove cards from the game. You can use the power of your locations once each turn. At the end of your turn, discard any cards still in hand and all entities and artifacts that you played.&#10;&#10;If you lose all of your sanity, you're out of the game. If you're the only one at the table who's still sane, you win. Otherwise, the game ends when the deck runs out and whoever has the most sanity wins.&#10;&#10;";4;45;14;2;25;Cthulhu Realms;45;2015;Thomas Deeny,Rob Lundy,Adam P. McIver;Card Game;Darwin Kastle;Cthulhu Mythos;Deck / Pool Building,Player Elimination;ADC Blackfire Entertainment GmbH,Arclight,Asterion Press,Baldar,Edge Entertainment,GaGa Games,Pendragon Game Studio,Tasty Minstrel Games;6.94312;1594;cthulhu realms;82;0.0;0.0;3.0595238095238098;0;0.0;1TayHZqtgm;False;0;4.0;45.0;14.0;2.0;30.0;Cthulhu Realms;42;2-4;147;30-45;0.0;27.99;14.57;0.0;277;2015.0;cthulhu realms
1090;9885;179572;"The Kingdom of Rolldovia is in turmoil. Her royal highness, the Queen, has decreed that there will be a new capital after the old one was sacked by hordes of barbarians and bandits from the south. As leaders of one of the country's influential noble families, players vie with each other to establish their provincial city as the best home for Rolldovia's new capital. You must choose your city's path in gaining the approval of all others in the kingdom.&#10;&#10;Dice City is a &quot;dice-crafting&quot; game in which the locations in your city act as the changing faces of your dice each turn. Use tactics and strategy to press your claim!&#10;&#10;You each have several ways to promote your city; create strong armies; construct wondrous buildings; or open up trade routes. The secret is to manage your city and its natural resources carefully to make the best of your fortunes.&#10;&#10;";4;60;14;1;45;Dice City;60;2015;Gong Studios;City Building,Dice,Medieval;Vangelis Bagiartakis;;Dice Rolling,Take That,Worker Placement;Alderac Entertainment Group (AEG),Artipia Games;6.92453;2397;dice city;42;0.0;0.0;3.1664772727272723;0;-0.17;4u9feEOO2t;False;0;4.0;60.0;14.0;1.0;45.0;Dice City;88;1-4;315;45-60;46.95;36.01;39.95;0.0;646;2015.0;dice city
1091;9890;179719;"Description from the publisher:&#10;&#10;Risk: Game of Thrones, based on the epic HBO series, features two ways to play, including factions of noble Houses vying for control of Westeros during the time of The War of the Five Kings, as well as Daenerys Targaryen's rise to power in Essos.&#10;&#10;War and chaos have descended upon the realms of Men. In Westeros, the death of Robert Baratheon has created a power vacuum with rival Houses competing for control of The Iron Throne. Meanwhile, in Essos, Daenerys Targaryen is building an army to contest the rule of the Ghiscari slavers, before returning to reclaim The Iron Throne. There are 3 different ways to play RISK Game of Thrones:&#10;&#10;1. SKIRMISH&#10;Basic version designed as an introduction to RISK Game of Thrones game play. Once you are comfortable, move on to Dominion.&#10;&#10;2. DOMINION&#10;Advanced version of RISK Game of Thrones including Objectives, Characters, and Maester cards, offering more in-depth strategic action.&#10;&#10;3. WORLD AT WAR&#10;Play with both maps and up to seven players using either the Skirmish or Dominion rules.&#10;&#10;RISK Game of Thrones includes two game board maps and seven House armies. Westeros map is for 3-5 player game and Essos map is for 2 player game. There is a deck of territory cards for each map, and these function in a similar way to the original RISK gameplay. When playing Dominion rules, the character cards can grant special abilities to your House, the maester cards can grant tactical advantages during deployment and battles, and objective cards create goals and strategies for earning Victory Points.&#10;&#10;Skirmish rules are most similar to the original RISK rules. There are minor thematic variations to suit the new map. The winner is determined by which player controls the most territories, castles and ports when the end game card is revealed.&#10;&#10;Dominion rules add the additional mechanics and cards described above. Instead of simply trying to control the most territories, castles, and ports you are now trying to achieve specific Objectives to earn Victory Points, furthering your efforts to consolidate power and establish dominion over the rival Houses. Objectives are worth from 1 to 4 Victory Points, based on the difficulty to achieve them. The first player to earn 10 Victory Points while also controlling their Seat of Power wins the game.&#10;&#10;";7;240;18;2;120;Risk: Game of Thrones;240;2015;;Movies / TV / Radio theme,Wargame;Andrew Wolf;Admin: Better Description Needed!,Risk,A Song of Ice and Fire;Area Control / Area Influence,Dice Rolling,Player Elimination;USAopoly,Winning Eleven Productions,Winning Moves Germany;7.0865800000000005;308;risk: game of thrones;61;0.0;0.0;2.895833333333333;0;0.2;yZiA3jaqrs;False;0;7.0;240.0;18.0;2.0;120.0;Risk: Game of Thrones;12;2-7;19;120-240;59.99;69.95;79.95;0.0;504;2015.0;risk: game of thrones
1092;9891;179723;"Sharp  your claws and fangs, avoid disasters , meteors and gather the strongest dinosaurs!&#10;&#10;Dino Twist is a family game of cards , fast and smart, where players will have to fight the Dinos on the island of Twist, then recover them on their islands to score the most points. But beware to the events that will spice up the battles !!!&#10;&#10;The goal of the game is to have the strongest Dino on our island.&#10;&#10;How to play.&#10;At the begin chose randomly 10 events on the 25, it will give a 10-15 mn game.&#10;At the beginning of each turn, you reveal a event that apply for all players (except the first turn).&#10;All players together, choose Dino from their hand, place it face down and reveal simultaneously.&#10;If you play the same Dino (same species and same strength) you can't attack the Island of Twist and you discard your Dino in the cemetery.&#10;The smaller Dino strike first, attack the Dino on the Island of Twist, and take it back to is own Island.&#10;Each species can only attack their specie.&#10;To attack a Dino, your Dino must be strongest (look at the number of strength)&#10;&#10;At the end of the 10 events, the player with the most point on his island is the winner.&#10;&#10;There is bonus, for the player who finish the Island first, second and third, and the player with the most Dino with big claws).&#10;&#10;In the game, you have two different Island, one for children, initiation and one for adult more advanced game. In the advanced game you will have to respect the territories and species, whereas in the children game, you will be free to put any Dino of any species on your Island.&#10;&#10;";6;20;7;2;10;Dino Twist;20;2015;Stéphane Escapa;Animals,Math,Number,Party Game,Prehistoric;Bertrand Arpino;Animals: Dinosaurs;Hand Management,Set Collection,Simultaneous Action Selection;Bankiiiz Editions,Foxgames (Poland);6.50643;70;dino twist;34;1.5;1.5;3.0;0;0.0;QzIweZhNvZ;False;0;6.0;20.0;7.0;2.0;10.0;Dino Twist;1;2-6;0;10-20;0.0;0.0;0.0;0.0;146;2015.0;dino twist
1093;9905;180198;"Rolling America, based on the 2014 release Rolling Japan, is a light &quot;multiplayer solitaire&quot; dice game. Each player has a map of the United States that's divided into fifty (abstractly represented) states, which are then bunched together into six differently colored areas.&#10;&#10;On a turn, a player draws two regular six-sided dice from a bag and rolls them; the bag starts with seven dice, six matching the colors of the areas on the map along with a wild clear die. All players now write down each number rolled on any state of the matching color, i.e., if the blue die shows 4 and the yellow a 2, write a 4 in one blue state and a 2 in one yellow state. If the clear die is rolled, you can place this number in a state of your choice; additionally, three times per game you can choose to use a non-clear die as any color. However, neighboring states can't have numbers with a difference larger than 1; if you can't place a number without breaking this rule, then you must place an X in a state of the appropriate color. (If all the states in an area are filled, you can ignore the die or use one of your three color changes to place the number elsewhere.)&#10;&#10;Rolling America has a few changes from Rolling Japan. The &quot;guard&quot; action allows you to ignore the neighboring number restriction three times during the game, and the &quot;dupe&quot; action allows you to use one of the active dice twice in the same region. As in real life, Alaska and Hawaii are not connected to the continental United States, so you can drop any numbers you want in those states!&#10;&#10;After six dice have been rolled, mark one round as being complete, then return the dice to the bag and start the next round. After eight rounds the game ends, and whoever has the fewest Xs on their map wins.&#10;&#10;";99;15;8;1;15;Rolling America;15;2015;;Dice,Number,Puzzle;Hisashi Hayashi;;Dice Rolling,Paper-and-Pencil;Gamewright;6.5779;587;rolling america;63;0.0;0.0;3.1190476190476177;0;0.16;mvqz0EGhMj;False;0;99.0;30.0;8.0;1.0;15.0;Rolling America;42;1-99;181;15-30;9.24;0.0;0.0;0.0;300;2015.0;rolling america
1094;9917;180471;"Can you gather and secure more treasure than your fellow-adventurers from the Hoard of the sleeping dragon? Can you defend yourself from their attacks and perhaps perpetrate a few of your own? And can you end the hunt at the most opportune time, perhaps by actually wakening the fearsome beast?&#10;&#10;Hoard is a dynamic game of hand management, set collection, and press-your-luck. Each turn players take one of four possible actions:  1) roll a custom die and move to take a new card, 2) secure a set of treasures or add to an existing set to score points, 3) affect the dragon, who wakes in stages from his tail to his head, by playing cards that soothe or rouse him, or 4) use a sword on an opponent or capture a used sword with a shield. The board is composed of 12 facedown cards surrounding the dragon.  It changes as players remove and replace the cards. Dice rolls between 1-5 enable clockwise or counterclockwise movement and the special symbol allows access to all but one of the cards, so it is a game that rewards memory.&#10;&#10;Hoard is meant to be played in rounds, with scoring tokens obviating the need for pencil and paper scorekeeping.&#10;&#10;A limited run of Hoard was self-published by Tim Kings-Lynne and Beck Veitch in 2014. They entered into an agreement with Cheeky Parrot Games in order to improve the game play and get Hoard re-published and more widely distributed. Hoard was successfully funded on Kickstarter in mid-2016. The Kickstarted version with deluxe features released into the New Zealand and Australian markets in Q4 2016. A North American edition is now available in that market.&#10;&#10;";6;45;6;2;10;Hoard;45;2014;Tim Kings-Lynne;Card Game,Fantasy;Tim Kings-Lynne,Julia Schiller;Animals: Dragons,Crowdfunding: Kickstarter;Hand Management,Memory,Press Your Luck,Set Collection;Cheeky Parrot Games;7.30779;77;hoard;3;0.0;0.0;2.9375;0;0.0;nT4hIeHLdI;False;0;6.0;45.0;6.0;2.0;10.0;Hoard;8;2-6;10;10-45;0.0;0.0;17.99;0.0;105;2014.0;hoard
1095;9923;180592;"Description from the publisher:&#10;&#10;It's the year 1899, and strange phenomena are being observed in places like Stonehenge and the pyramids of Egypt. Time goes crazy, and newly discovered crystals have exhibited strange properties that allow for the creation of fantastic apparatuses.&#10;&#10;In a race to exploit these discoveries, the rapidly industrializing nations have used them to construct gigantic steam-driven airships to travel through time and space. In Steam Time, the race is on for long-lost knowledge, vanished cultures, and hidden treasures. Travel to past ages, search for crystals, and use your crystals wisely to stay ahead of your competitors.&#10;&#10;";4;90;12;2;90;Steam Time;90;2015;Jacqui Davis;Adventure,Economic;Rüdiger Dorn;Admin: Better Description Needed!,Steampunk,Time Travel;Card Drafting,Modular Board,Worker Placement;KOSMOS;7.31681;765;steam time;83;0.0;0.0;3.3257142857142856;0;0.42;HlYEuFIu7g;False;0;4.0;90.0;12.0;2.0;90.0;Steam Time;35;2-4;105;90;34.95;0.0;27.5;0.0;336;2015.0;steam time
1096;9924;180593;"France 1831: In a remote corner of Ard&egrave;che, the little village of Peyrebeille sees numerous travelers pass through. A family of greedy rural farmers is determined to make its fortune and has devised a diabolical stratagem to achieve this goal: Invest in an inn so they can rob traveling guests, allowing them to get rich without arousing the suspicions of the police! Whether or not their plan will work out, one thing is certain: Not every guest will leave this inn alive&hellip;.&#10;&#10;In The Bloody Inn, you are one of the competitive innkeepers, bent on amassing the most wealth. Unfortunately, your morals hinder you from robbing your guests&hellip; at least while they're alive. Fortunately, your scruples have no qualms with murder. Of course, you can't just have dead bodies piled everywhere: It's bad for business, and besides, what if the police drop by for a visit? It's all so much work! Perhaps you could employ some of the guests as accomplices? Everyone has a price, after all!&#10;&#10;";4;60;14;1;30;The Bloody Inn;60;2015;Luis Francisco,Weberson Santiago;Economic,Horror,Mature / Adult;Nicolas Robert;Country: France,Tableau Building;Hand Management;Pearl Games,Hobby Japan,REBEL.pl;7.00248;2891;the bloody inn;32;0.0;0.0;3.454022988505747;0;0.2;jRrPiF4ATF;False;7;4.0;75.0;14.0;1.0;60.0;The Bloody Inn;87;1-4;501;60-75;23.99;41.95;0.0;0.0;2687;2015.0;the bloody inn
1097;9932;180680;"Drivers, start your engines! Will you cross the finish line first? Now is your chance to find out!&#10;&#10;Automobiles is a deck&#226;&#128;&#145;building game in which the fun is cubed &mdash; because instead of using cards to build a deck, you build with your collection of cubes. These cubes not only allow you to race your car around the track, but they also allow you to improve your handling, optimize your pit crew, and boost your speed, all of which are your keys to victory!&#10;&#10;The goal of the game is to cross the finish line first! You accomplish this by customizing your race car and surrounding yourself with the best crew. Your race car and crew are represented by a collection of cubes garnered from various options available to you. Starting with the same small set of cubes, each player builds their collection as they play the game. Use these cubes to enhance your performance, train your pit crew, and ensure your race car runs as effectively as possible. Be the first to cross the finish line and watch that checkered flag wave!&#10;&#10;Designed by David Short, Automobiles is the third title in AEG's Destination Fun series! Continue your travels in the acclaimed Trains and Planes board games.&#10;&#10;";5;75;10;2;45;Automobiles;75;2016;Kali Fitzgerald,Ikaan Studio,Marco Primo;Racing,Sports,Transportation;David Short;AEG: Destination Fun,Sports: Auto Racing;Deck / Pool Building,Hand Management;Alderac Entertainment Group (AEG);7.453360000000001;1279;automobiles;30;2.0;3.0;3.6175438596491225;0;0.0;NYv3LVGTtE;False;0;5.0;75.0;14.0;2.0;45.0;Automobiles;57;2-5;512;45-75;0.0;0.0;0.0;37.37;900;2016.0;automobiles
